benchmark_id,model_name,model_family,model_size,active_size,model_type,score,metric_name,setup,num_shot_sample,language,source_url,year_evaluated,notes,evaluation_id,source_name,source_type,source_organization,model_developer,model_id,hf_repo,hf_split,samples_number,metric_lower_is_better,metric_score_type,metric_min_score,metric_max_score,reasoning_enabled,inference_platform,inference_engine,generation_temperature,generation_max_tokens,generation_top_p,benchmark_name,metric_score,metric,score_type,date_recorded
counterfactualevaluation,ChatGPT-5,openai,,,closed,79.3,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,4c2de00795eb670a787c9c3d7abee04e,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,81.2,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,6710d516dbc0480b1781ff5ad86517f3,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,74.5,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,3bf7363a835075c7bcd663cb464ec332,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,73.9,TaskIII_F1_Mediator_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,f4bbc0145051a808d27c606aac338d04,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,80.1,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,c2d94b40c55326c3a3eeac0eb6dcc110,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,77.1,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,d8bc23a50d9f6f0e35187b912dc73460,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,70.2,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,148488f0da60c79630400e4725f759ca,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,59.7,TaskIII_F1_Mediator_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,7a8c67f0d7bbfd74b712b5f8d4c8e487,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,66.9,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,c93cff5da98d3b9837057226e811e30f,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,65.4,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,249e00e2122f430bb3f292195c7ad1f9,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,58.6,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,05fd640ec39cbe4b6275333bf2471e28,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,71.8,TaskIII_F1_Mediator_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,b272e6509e7ac8c5f22c53b8ed5301a8,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,78.3,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,3193de556cee37971d83f23ae461aebe,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,54.8,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,b473ad6f2c4662b8626d5dbfe6d79787,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,48.1,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,7397c0e9bb0802f52a9e30b12b4b3054,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,72.9,TaskIII_F1_Mediator_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,6aee6750c5c687de88ae6dcb2744d210,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,79.4,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,658fc15d3d396887a4fc58475fd86b37,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,70.9,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,d44c5f3eb78cc82c8b71adc76245cd4d,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,64.3,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,a55c0d786f61189216ef36b18ef62e12,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,57.3,TaskIII_F1_Mediator_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,5e946e34f2c70a651039ae9b4282de6f,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,63.2,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,465016cffe60c34c2c7aaaf3294dbaf3,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,63.2,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,7ad2b1838046274068bb8057926b44dc,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,56.8,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,d4e17769bb6bb369f0378f282f6fade1,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,60.5,TaskIII_F1_Mediator_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,b3091479730985ecf4d74fc23e721856,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,68.4,TaskIII_F1_Outcome_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,2aa4acd906856279610b3dcb54d2f48f,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,66.7,TaskIV_F1_M_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,08b604d58696bf22894d2d58664c4d6c,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,59.8,TaskIV_F1_Y_prime_CVQA-Bool,,,,https://arxiv.org/abs/2505.11839,2026,,c2a54a868a11365aff828fb54f48549e,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,69.6,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,ddf273801e67894502583337bb2779e3,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,75.2,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,2527b6027213e0950fa692fa345032c5,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,79.2,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,608951ea469b29101d9e4335559f3a1c,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,72.0,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,bfb45d316bbbc681874e32cddb0eb603,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,70.1,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,e5b5ba6cb8a723234b1b131fef736ef5,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,76.2,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,21453b008f16b595c8b23573fc3a4cfb,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,76.2,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,b2fc120df8ea843cbf8ebdfe8844aa7b,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,69.3,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,289a7a3179033d5d702634291f389276,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,56.8,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,275d6f3df34bac110b12745395931c2e,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,63.6,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,55ea06ddad0da0aa51e452c3236cad1e,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,62.2,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,f1274e82895249cc54d65af9c1ed0d41,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,55.7,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,b64c44a3af58612e3422d696eab24129,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,68.9,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,fadc27623559d622c91770ecf2fa7e2a,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,74.8,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,f9695abd542be117f3343172709fa468,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,51.7,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,17578f8767679063728a774adfca3125,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,45.2,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,b498be97202b27136a9bcaa335eece60,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,70.2,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,a24139e73022e88ab89af4052459a5ef,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,75.9,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,32cd1d388d082abf19345b3bb8a03b49,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,67.5,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,88f7867196aa2fcee4a16a55997ad141,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,61.0,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,1a39784eaa3eb19a599274833333da69,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,54.7,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,b9cd792a4344a9a8033b5d592200ea99,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,60.4,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,85441a3fe8e2b822c13c46a0e0c59a87,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,60.1,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,576f7666a8fc5e9459c51285778cb31c,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,53.8,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,e2e2db1446dc03e63de6327eb76a0aa3,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,57.9,TaskIII_F1_Mediator_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,706359a1fcbf0c7df35e1cd02b0eb533,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,65.1,TaskIII_F1_Outcome_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,c972d5f124c328a0c07eddd66edf59ca,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,63.5,TaskIV_F1_M_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,d667038eb94c919dab1aadc597fc8805,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,56.9,TaskIV_F1_Y_prime_CVQA-Count,,,,https://arxiv.org/abs/2505.11839,2026,,58db123c00f4bfea4d0b44b48dee503e,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,67.3,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,6a3e6ea8642058fed485964026e8f1b9,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,73.4,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,3c2159d11b92ed6301197be17d51c6aa,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,77.8,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,58594d0b707d54cbd28047fcc55fb52d,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,70.1,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,d978f711956f781e7f6f9ab11e92c801,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,68.0,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,55c4d12bf3bfb2ab04729af52a170421,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,74.4,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,33801d1c80260153995ec98176284509,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,75.3,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,52b52cd43c09936108d8995ff11dd705,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,66.9,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,cd18efb4702a13fc7d30b55cc232ff4f,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,54.2,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,e8d27169c4c5c58d2da9f427172e36c2,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,61.8,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,8020ba1cb73371862b82ea8746bca8be,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,60.1,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,de7f47e68981cf54de4515cd30b64cb0,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Qwen3-Max,qwen,,,closed,53.4,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,52d6e441168675b458b7b646ab1e94b2,arXiv,arxiv,,Alibaba,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,66.2,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,44054e51fea0d17b65807ffd2142ced4,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,72.1,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,e3e54d7cd4f44114c797b35f2f77ce58,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,49.3,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,7cd16e5b26f4864c67aa0814fedddfde,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-S,meta,,,open,42.7,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,40b52319393426cdb09a74657bdd858b,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,67.4,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,f2895fb97b9037b1ace38619276a7dd6,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,73.5,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,3bfb57193ffe9f77976345dbb45efe65,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,65.4,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,bce7178d8c1afd9640b291ae27faf3b1,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Llama-4-M,meta,,,open,58.7,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,58d3137ada38ce33bfafa36b1a059ac6,arXiv,arxiv,,Meta,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,52.8,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,e5ac196a91b0a64c76a94c0fb963cdbb,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,58.3,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,994819487edce01d20b2e1591119e53b,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,57.8,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,f4f7e6f26cea242b88e6546fd460e4da,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,Gemini-2.5-Pro,google,,,closed,51.5,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,5278966681e83017bbbdfd9ddb671e76,arXiv,arxiv,,Google,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,55.7,TaskIII_F1_Mediator_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,c7d88bf56cdd420504eeef015dfcb3a8,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,62.6,TaskIII_F1_Outcome_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,afeaf64c37a74e49c22fb4efe8a4aca9,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,61.3,TaskIV_F1_M_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,d1d499d1f9e0df25dcf201798a1429ae,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,DeepSeek-V3,deepseek,,,open,54.6,TaskIV_F1_Y_prime_COCO,,,,https://arxiv.org/abs/2505.11839,2026,,0e28b0a8d7900d3e9fc70f3a3bc7d511,arXiv,arxiv,,DeepSeek,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,82.1,TaskIII_F1_Mediator_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,d39ef37f30e3427fa30a9ce7aac4978a,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,85.6,TaskIII_F1_Outcome_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,fbd14290f748bf192664f9af703d254a,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,87.8,TaskIV_F1_M_prime_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,c05a67330fbdb2617f8104dd3a64bdd6,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,ChatGPT-5,openai,,,closed,82.7,TaskIV_F1_Y_prime_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,f447ac2f8cb6a9b84155030303dd31aa,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,82.3,TaskIII_F1_Mediator_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,a74adae454294c56fa2fdd1dcb6e8785,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,73.4,TaskIII_F1_Outcome_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,7d1b511529afdff97325d71b852510ec,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
counterfactualevaluation,o1,openai,,,closed,85.8,TaskIV_F1_M_prime_Arithmetic,,,,https://arxiv.org/abs/2505.11839,2026,,ae06b5404382c95b7c22dd0999c835db,arXiv,arxiv,,OpenAI,,,,,false,f1,0,100,,,,,,,Counterfactual Reasoning Eval,,,,
